名前,住所,お店の場所,経度,緯度
モーリーファンタジー石和,山梨県笛吹市石和町駅前16-1,イオン3F,138.6344035,35.6565597
イオン石和,山梨県笛吹市石和町駅前16-1,,138.6345135,35.656684
アピタ双葉,山梨県甲斐市志田645-1,
トイザらス長岡,新潟県長岡市川崎町1436-5,
アピタ長岡,新潟県長岡市千秋2-278,
アピタ新潟西,新潟県新潟市小新474,
アピタ新潟亀田,新潟県新潟市江南区鵜ノ子4-466,
カプコサーカス新潟東,新潟県新潟市東区大形本町3-1-2,イオン新潟東店内ゲームコーナー
イトーヨーカドー直江津,新潟県上越市西本町3-8-8,
イトーヨーカドー丸大柏崎,新潟県柏崎市駅前2-3-7,
イトーヨーカドー長岡,新潟県長岡市城内町2-3-12,
アピナ長岡店,新潟県長岡市堺東町22,
モーリーファンタジー・f新潟南,新潟県新潟市江南区下早通柳田1-1-1,イオンモール2F,139.0816736,37.8760883
モーリーファンタジー県央,新潟県燕市井土巻3-65,イオン2F,138.9349466,37.6510859
モーリーファンタジー新潟青山,新潟県新潟市西区青山2-5-1,イオン2F,139.0050008,37.8961852
モーリーファンタジー新潟東,新潟県新潟市東区大形本町3-1-2,イオン3F,139.1146468,37.9246744
モーリーファンタジー新潟南,新潟県新潟市江南区下早通柳田1-1-1,イオンモール3F,139.0815449,37.875885
モーリーファンタジー六日町,新潟県南魚沼市余川3100,イオン2F,138.8787346,37.08099820000001
イオン三条,新潟県三条市西裏館2-12-20,
イオン新潟南,新潟県新潟市江南区下早通柳田1-1-1,
イオン県央,新潟県燕市井土巻3-65,
イオン新発田,新潟県新発田市住吉町5-11-5,
アル・プラザ富山,富山県富山市婦中町下轡田165-1,
トイザらス富山,富山県富山市五福1143-1,五福ショッピングセンターアリス2F,137.1926509,36.695644
おもちゃのバンビ高岡駅南店,富山県高岡市赤祖父387,
アピタ富山東,富山県富山市上冨居3-8-38,
アピタ富山,富山県富山市上袋100-68,
アピタ砺波,富山県砺波市太郎丸3-69,
アピタ魚津,富山県魚津市住吉600,
モーリーファンタジー高岡,富山県高岡市江尻331-1,イオン1F,137.0316335,36.7614388
モーリーファンタジー高岡南,富山県高岡市下伏間江383,イオン2F,137.0174808,36.72370380000001
モーリーファンタジー小杉,富山県射水市三ヶ2602,アル・プラザ小杉2F,137.0937407,36.7199864
イオン高岡南,富山県高岡市下伏間江383,,137.0171696,36.7237554
おもちゃのバンビ本郷店,富山県富山市本郷新16-8,
トイザらス苫小牧,北海道苫小牧市柳町4-5-35,ホクレンショップ内
トイザらストイザらス・ベビーザらス函館,北海道函館市石川町52-15,CENTRE MARUYAMA内
トイザらス帯広音更,北海道河東郡音更町木野大通西17-1,スーパーオーケーセンター音更店内
西友厚別,北海道札幌市厚別区厚別西4条6,
ダイエー滝川,北海道滝川市東町2-25-3,
イオン札幌平岡,北海道札幌市清田区平岡三条5-3-1,
イオン札幌発寒,北海道札幌市西区発寒8条12-1-1,
イオン苫小牧,北海道苫小牧市柳町3-1-20,
イオン根室,北海道根室市常盤町3-9,
イオン室蘭,北海道室蘭市東町2-4-32,
イオン登別,北海道登別市若山町4-33-1,
イオン静内,北海道日高郡新ひだか町静内末広町2-2-1,
イオン伊達,北海道伊達市末永町8-1,
イオン永山,北海道旭川市永山3条12-2-11,
イオン釧路,北海道釧路郡釧路町桂木1-1-7,
イオン江別,北海道江別市幸町35,
イオン札幌藻岩,北海道札幌市南区川沿2条2-1-1,,141.33652170000002,42.9994038
イオン帯広,北海道帯広市西4条南20-1,
イオン千歳,北海道千歳市栄町6-51,
イオン小樽,北海道小樽市築港11-6,
イオン北見,北海道北見市北進町1-1-1,
イオン岩見沢,北海道岩見沢市大和4条8-1,
キャッツアイ新川店,北海道札幌市北区新川2条7-1-7,
キャッツアイ篠路店,北海道札幌市北区篠路1条4-6-30,
西條百貨店稚内店,北海道稚内市大黒4-7-1,
イオン札幌苗穂,北海道札幌市東区東苗穂二条3-1-1,
イトーヨーカドー函館,北海道函館市美原1-3-1,
イトーヨーカドー北見,北海道北見市光西町185,
イトーヨーカドー琴似,北海道札幌市西区琴似2条1-4-1,
イトーヨーカドー福住,北海道札幌市豊平区福住2条1-2-5,
イトーヨーカドー帯広,北海道帯広市稲田町南八線西10-1,
イトーヨーカドー屯田,北海道札幌市北区屯田8条3-5-1,
イトーヨーカドーアリオ札幌,北海道札幌市東区北7条東9-2-20,
SOYU Game Field発寒店,北海道札幌市西区発寒8条12-1-1,イオンモール札幌発寒3F
ゲオ北見南大通店,北海道北見市とん田西町248-2,
モーリーファンタジー旭川西,北海道旭川市緑町23-2161-3,イオン2F,142.326005,43.7940098
モーリーファンタジー釧路,北海道釧路郡釧路町桂木1-1-7,イオン2F,144.4045804,43.0088645
モーリーファンタジー釧路昭和,北海道釧路市昭和中央4-18-1,イオン2F,144.3597899,43.0266754
モーリーファンタジー札幌元町,北海道札幌市東区北31条東15-1-1,イオン3F,141.3682254,43.1015142
モーリーファンタジー札幌発寒,北海道札幌市西区発寒8条12-1-1,イオン3F,141.2775785,43.095725
モーリーファンタジー札幌苗穂,北海道札幌市東区東苗穂2条3-1-1,イオン2F,141.4041878,43.0798286
モーリーファンタジー三笠,北海道三笠市岡山1059-1,SuC1F,141.8055326,43.2434486
モーリーファンタジー登別,北海道登別市若山町4-33-1,イオン2F,141.0684014,42.3813156
モーリーファンタジー苫小牧,北海道苫小牧市柳町3-1-20,イオン2F,141.6421338,42.6562319
パロ滝川,北海道滝川市東町2-29-1,ダイエー滝川店1F
パロ苫小牧,北海道苫小牧市糸井135-1,トライアルG棟トライアル苫小牧店
パロ網走,北海道網走市駒場北5-83,駒場ショッピングタウン
らんらんらんど旭川,北海道旭川市豊岡3条2-2-19 ,旭友ストア ア・モール店2F
らんらんらんど上磯,北海道北斗市七重浜4-44-1,ダイエー上磯店1F,140.712297,41.8215235
らんらんらんど新さっぽろ,北海道札幌市厚別区厚別中央2条5-7 ,カテプリ新さっぽろ店3F
らんらんらんど湯ノ川,北海道函館市湯川町3-14-5,ダイエー湯川店1・2F
プリズムストーン札幌東急,北海道札幌市中央区北四条西2-1,さっぽろ東急百貨店 8F
げーむぱーくぎゃらくしー,東札幌3条1-1-1,
イオン隼人国分,鹿児島県霧島市隼人町見次1229,
THE 3RD PLANET ジャングルパーク鹿児島店,鹿児島県鹿児島市与次郎1-11-1,フレスポジャングルパーク2F
モーリーファンタジー姶良,鹿児島県姶良市東餅田336,イオン3F,130.6282103,31.733083200000003
モーリーファンタジー鹿児島,鹿児島県鹿児島市東開町7,イオンモール3F,130.5365037,31.527430800000005
モーリーファンタジー隼人国分,鹿児島県霧島市隼人町見次1229,イオン2F,130.7417182,31.738209
トイザらス那覇新都心,沖縄県那覇市おもろまち3-3,あっぷるタウン1F,127.69194090000002,26.228483
イオン那覇,沖縄県那覇市金城5-10-2,
イオン南風原,沖縄県島尻郡南風原町字宮平264,
イオン北谷,沖縄県北谷町字美浜8-3,
イオン名護,沖縄県名護市字名護見取川原4472,
(株)サンエー豊見城ウイングシティ,沖縄県豊見城市高安261-22F,
(株)サンエーしおざきシティ店,沖縄県糸満市潮崎町2-2,
ゲオ西原店,沖縄県浦添市当山2-2-3,
モーリーファンタジー具志川,沖縄県うるま市前原幸崎原303,イオン2F,127.84491000000001,26.3385654
モーリーファンタジー那覇,沖縄県那覇市金城5-10-2,イオン3F,127.665821,26.1968021
モーリーファンタジー南風原,沖縄県島尻郡南風原町字宮平264,イオン2F,127.7374281,26.2007397
モーリーファンタジー北谷,沖縄県中頭郡北谷町字美浜8-3,イオン2F,127.75722729999998,26.3146145
モーリーファンタジー名護,沖縄県名護市字名護見取川原4472,イオン1F,127.98536889999998,26.6098493
アル・プラザあまがさき,兵庫県尼崎市潮江1-3-1,
トイザらス加古川,兵庫県加古川市尾上町今福71,
トイザらス神戸ジェームス山,兵庫県神戸市垂水区青山台7-6-2,
トイザらス明石,兵庫県明石市東仲ノ町6-1,アスピア明石南館3F
エディオン垂水,兵庫県神戸市垂水区舞多聞東2-1-45,
イズミヤ小林,兵庫県宝塚市小林5-5-47,
ヤマダ電機LABI三宮,兵庫県神戸市中央区三宮町1-5-8,
ダイエー塚口,兵庫県尼崎市南塚口町2-1-3,
ダイエー藤原台,兵庫県神戸市北区藤原台中町1-2-2,
ダイエー三宮駅前,兵庫県神戸市中央区雲井通6-1-15,
ダイエー甲子園,兵庫県西宮市甲子園高潮町3-3,
ダイエー宝塚中山,兵庫県宝塚市売布東の町21-22,
セガつかしん,兵庫県尼崎市塚口本町4-8-1,つかしん内
セガワールドながさわ,兵庫県明石市魚住町清水2464-1,ドラブインながさわ,134.8968186,34.7200411
セガららぽーと甲子園,兵庫県西宮市甲子園八-町1-100,ららぽーと甲子園2F
セガワールドココエあまがさき,兵庫県尼崎市潮江1-3-1,ココエあまがさき内4F
カリヨンパークイオン伊丹昆陽店,兵庫県伊丹市池尻4-1-1,イオン伊丹昆陽SC内4F
ニシダヤ中央,兵庫県尼崎市神田中通3-41,
そごう神戸,兵庫県神戸市中央区小野柄通8-1-8,そごう神戸店8F
タイトーFステーション HAT神戸店,兵庫県神戸市中央区脇浜海岸通2-2-2,ブルメールHAT神戸2F
イトーヨーカドー加古川,兵庫県加古川市別府町緑町2,
イトーヨーカドー広畑,兵庫県姫路市広畑区夢前町1-1,
イトーヨーカドー明石,兵庫県明石市二見町西二見 1-18,
イトーヨーカドー甲子園,兵庫県西宮市甲子園八-町1-100,
モーリーファンタジージェームス山,兵庫県神戸市垂水区青山台7-7-1,イオン1F,135.0762733,34.6462318
モーリーファンタジー伊丹,兵庫県伊丹市藤ノ木1-1-1,イオン3F,135.4238346,34.7815418
モーリーファンタジー加西北条,兵庫県加西市北条町北条308-1,イオン2F,134.8284698,34.9304411
モーリーファンタジー高砂,兵庫県高砂市緑丘2-1-40,イオン2F,134.8028419,34.7694187
モーリーファンタジー社,兵庫県加東市社1126-1,イオン2F,134.961653,34.9146291
モーリーファンタジー洲本,兵庫県洲本市塩屋1-1-8,イオン2F,134.8924305,34.3448769
モーリーファンタジー神戸北,兵庫県神戸市北区上津台8-1-1,イオン3F,135.1943495,34.8607359
モーリーファンタジー猪名川,兵庫県川辺郡猪名川町白金2-1,イオン3F,135.3647027,34.9020266
モーリーファンタジー尼崎,兵庫県尼崎市次屋3-13-18,イオン2F,135.4423164,34.742
モーリーファンタジー姫路RC,兵庫県姫路市飾磨区細江2560,イオン1F,134.6683948,34.7983077
モーリーファンタジー姫路大津,兵庫県姫路市大津区大津町2-5,イオンモール2F,134.6061198,34.8064797
モーリーファンタジー和田山,兵庫県朝来市和田山町枚田岡774,イオン2F,134.8634912,35.329355
らんらんらんど甲南,兵庫県神戸市東灘区本山南町8-7-18,ダイエー甲南店2F
らんらんらんど西宮,兵庫県西宮市林田町2-24,ダイエー西宮店2F
らんらんらんど名谷,兵庫県神戸市須磨区中落合2-2-2,ダイエー名谷店3F
セルバ甲南山手店,兵庫県神戸市東灘区森南町1-5-1,3Fゲームセンター
イオン三田ウッディタウン,兵庫県三田市けやき台1-6-2,
イオン姫路,兵庫県姫路市増位本町2-12-10,,134.7063962,34.8567675
イオン加西北条,兵庫県加西市北条町北条308-1,,134.8287219,34.9302872
イオン姫路大津,兵庫県姫路市大津町2-5,
マリンカーニバル,兵庫県神戸市北区日の峰2-6-1,コアキタマチ3F
ポップンパーク,兵庫県三木市志染町青山3-9,イオン三木青山2F,135.0364859,34.7794525
トイザらス奈良,奈良県奈良市柏木町456-1,
ライフ大淀,奈良県吉野郡大淀町土田243-1,
イズミヤ広陵,奈良県北葛城郡広陵町大字安部450-1,
ザ・ビックエクストラ大安寺,奈良県奈良市南京終町1-128-1,
アピタ西大和,奈良県北葛城郡上牧町上牧3000-1,,135.7211195,34.5662638
ジョーシン郡山イオンモール,奈良県大和郡山市下三橋町741-170,イオンモール大和郡山1F
イトーヨーカドー奈良,奈良県奈良市二条大路南1-3-1,
モーリーファンタジー橿原,奈良県橿原市曲川町7-20-1,イオン2F,135.7625503,34.5054126
モーリーファンタジー桜井,奈良県桜井市上之庄278-1,イオン2F,135.8369975,34.5217146
モーリーファンタジー大和郡山,奈良県大和郡山市下三橋741,イオン3F,135.8022208,34.651442
モーリーファンタジー天理,奈良県天理市東井戸堂町381,ザ・ビッグエクストラ1F,135.8250232,34.5907337
モーリーファンタジー登美ヶ丘,奈良県生駒市鹿畑町3027,イオンモール奈良登美ヶ丘2F,135.7502006,34.725612
イオン五條,奈良県五條市今井2-150,
イオン大和郡山,奈良県大和郡山市下三橋町741,
